verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			2	kanji		小結	こむすび	wrestler of the fourth highest rank	일본 씨름 스모에서 리키시 계급 중 네 번 째 계급.	물 따위가 막힌 것을 통하게 터놓음.		3	llm	1	1348020
o			2	kanji		英和	えいわ	English-Japanese; English-Japanese dictionary	영일(英和); 영어-일본어	일정한 의미를 갖고 움직이는 대상을 촬영하여 영사기로 영사막에 재현하는 종합 예술.		3	llm	1	1174720
o			2	kanji		正教	せいきょう	orthodoxy; (Greek) orthodox church	정교(正敎); 정통 교리	구세군 계급의 하나. 부교의 위이다.		3	llm	1	1376930
o			2	kanji		鳥居	とりい	torii (Shinto shrine archway)	신사(神社)의 문; 도리이	‘조것01’을 구어적으로 이르는 말. ‘조것’에 서술격 조사 ‘이다’가 붙은 형태인 ‘조것이다’는 ‘조거다’로 줄어서 ‘조거’의 형태가 유지되고, ‘조것’에 주격 조사 ‘이’나 보격 조사 ‘이’가 붙은 형태인 ‘조것이’는 ‘조게’의 형태로 바뀐다.		3	llm	1	1430280
o			2	kanji		川柳	せんりゅう	senryū; comic haiku; humorous seventeen-mora poem	서민층 사이에서 성행한 5·7·5의 세 구(句)로 된 풍자·익살을 주로 한 짧은 시	내의 흐름.		3	llm	1	1390110
o			2	latin		希少	きしょう	scarce; rare	희소함; 드묾	기뻐서 웃음.		3	llm	1	1222880
o			2	latin		可哀想	かわいそう	poor; pitiable; pathetic; pitiful	가엾음; 딱함			3	default	2	1590740
o			2	kanji		郡部	ぐんぶ	rural districts; counties	일본의 행정구역인 군(郡) 지역	군붓과의 연체동물. 껍데기의 길이는 4~7cm, 지름은 5cm 정도로, 갈색 또는 회색을 띤 갈색이며 껍데기는 8개가 살 속에 묻혀 있는 형태로 타원형이고, 둥글고 자질구레한 돌기가 나 있다. 조간대의 바위 위에 붙어 살며 한국, 일본 등지에 분포한다.		3	llm	2	1249250
o			2	kanji		踏絵	ふみえ	fumi-e; fumie; tablet bearing Christian images, on which Edo-period authorities forced suspected Christians to trample; allegiance test	일본 에도 시대에 기독교를 금지하기 위해 성모마리아상·예수십자가상 등을 목판이나 동판·황동판에 새겨 발로 밟게 하여 신자가 아님을 증명하게 한 일			3	default	2	1745070
o			2	kanji		長唄	ながうた	long epic song with shamisen accompaniment (developed in Edo in the early 17th century)	일본의 에도 시대에 발생한 샤미센에 맞추어 부르는 긴 속요(俗謠)	‘맏파’를 속되게 이르는 말.		3	llm	2	1607380
o			2	kanji		県下	けんか	in the prefecture; prefectural	일본의 행정구역인 현(縣)의 안	현재의 형편 아래. 주로 연설문 따위에서 쓴다.		3	llm	2	1258830
o			2	kanji		県営	けんえい	(under) prefectural management	일본의 행정구역인 현(縣)에서 운영하는	‘겨울’을 달리 이르는 말.		3	llm	2	1258820
o			2	kanji		宮司	ぐうじ	chief priest	일본 신사의 우두머리	활을 만드는 사람.		3	llm	3	1228420
o			2	kanji		年功	ねんこう	long service	연공; (오래 근속한) 공로; (여러해 솜씨를 익힌) 숙련			3	default	3	1468580
o			2	kanji		隷書	れいしょ	clerical script (ancient, highly angular style of kanji)	한자 서체의 하나; 예서(隷書)			3	default	3	1628220
o			2	kanji		名人芸	めいじんげい	masterful performance; virtuosity	명인(名人)의 솜씨; 기예			3	default	3	1752140
o			2	kanji		米審	べいしん	Rice Price Deliberative Council	쌀값 등 주요 식량 가격 결정의 기본 사항을 조사·심의해 농림수산대신에게 건의하는 자문기관	일이 확실하지 아니하여 늘 마음을 놓을 수 없는 데가 있음.		3	llm	3	1907540
o			2	latin		四川	しせん	Sichuan (China); Szechuan; Szechwan	중국의 쓰촨 지방	사철의 하늘. 곧 봄의 창천(蒼天), 여름의 호천(昊天), 가을의 민천(旻天), 겨울의 상천(上天)을 통틀어 이른다.		3	llm	3	1307290
o			2	kanji		序二段	じょにだん	jonidan; second lowest division	일본 씨름 스모에서 맨 아래에서 두 번째 계급			3	default	3	1952510
o			2	latin		細身	ほそみ	narrow (blade); slender (figure, build); thin	(만듦새가) 가느다람;.(몸매가) 호리호리함; (폭이) 좁음	대대로 한 가문이나 왕가를 섬기는 신하.		3	llm	3	1295660
o			2	kanji		小唄	こうた	kouta; traditional ballad accompanied by shamisen	일본 에도시대 말기 샤미센에 맞춰 부른 속곡(俗曲)의 총칭	싸움에서 피해가 적게 패함.		3	llm	3	1744150
o			2	latin		手拍子	てびょうし	beating time with one's hands; clapping to the beat; making a careless move (in go, shogi, etc.); responding to an opponent's move without proper thought	손뼉 치기; (바둑 등에서) 경솔한 수			3	default	3	1328270
o			2	kanji		氏子	うじこ	shrine parishioner	신사(神社)의 신도	활자의 자모를 만들기 위한 글자의 본.		3	llm	3	1311020
o			2	latin		一回転	いっかいてん	one revolution; one rotation	한 바퀴 구름; 한 번 회전	여러 회(回)를 통하여 승부를 겨루는 경기에서, 맨 첫 번째 경기.		3	llm	3	1575960
o			2	latin		切株	きりかぶ	tree stump; stubble (rice, etc.)	나무 그루터기;	음의 장단이나 강약 따위가 반복될 때의 그 규칙적인 음의 흐름.		3	llm	3	1591790
o			2	kanji		精華	せいか	essence; quintessence; flower; glory	정화; 사물의 진가라고 할 만한 빼어난 곳; 빼어나 화려한 것; 광채	상칭면(相稱面)이 적은 꽃이 상칭면이 많은 꽃으로 변화하였을 때의 현상을 이르는 말. 디기탈리스, 박하 따위처럼 화서의 꼭대기 위쪽으로 향하여 달린 큰 꽃에서 잘 일어난다.		3	llm	3	1628110
o			2	latin		知日	ちにち	being knowledgeable about Japan; being well versed in Japanese affairs	일본에 대해 잘 앎	천도교의 제2세 교조 해월(海月) 최시형이 제1세 교조에게 심법을 이어받았음을 기념하는 날. 조선 철종 14년(1863) 8월 14일이다.		3	llm	3	1800110
o			2	latin		天引	てんびき	deduction in advance (of tax, interest, etc.)	대금 중에서 미리 계약기간 중의 이자를 제하는 것; 급료 등의 총액 중에서 처음에 일정액을 제하는 것	천 길이라는 뜻으로, 산이나 바다가 매우 높거나 깊음을 이르는 말.		3	llm	3	1598490
o			2	kanji		河童	かっぱ	kappa; mythical water-dwelling creature; excellent swimmer; cucumber	일본인의 상상의 동물 갓파; 물에 사는 일본 신화 속 생물	‘하동거리다’의 어근.		3	llm	3	1193540
o			2	kanji		県勢	けんせい	prefectural strengths (conditions, resources)	일본의 행정구역인 현(縣)의 인구·정치·문화·경제 등을 아우른 종합적 형세	지금 이 세상.		3	llm	3	1630800
o			2	kanji		県会	けんかい	prefectural assembly	일본의 행정구역인 현(縣)의 회의	세상 사람에게 알려지는 것과 알려지지 아니하는 것.		3	llm	3	1258840
o			2	latin		厚手	あつで	thick (paper, cloth, etc.); heavy	두꺼움; 두께감	두둑한 보수.		3	llm	3	1275470
o			2	kanji		内堀	うちぼり	inner moat; moat within the castle walls	일본 성벽 안의 해자			3	default	3	1588250
o			2	kanji		内弟子	うちでし	private pupil; apprentice	스승의 집에 살며 가사 등도 도우면서 가르침을 받는 제자			3	default	3	1458940
o			2	latin		単三	たんさん	AA battery; AA cell	AA 건전지	꿀풀과의 여러해살이풀. 줄기는 높이가 40~80cm로 전체에 털이 나 있으며, 잎은 넓은 타원형이다. 5~6월에 푸른 자주색의 잔꽃이 피고 열매는 삭과(蒴果)로 9월에 익는다. 뿌리는 적색으로, 약용한다. 중국이 원산지이다.		3	llm	3	1417440
o			2	latin		戸板	といた	sliding door (esp. when removed from its frame and used for carrying things or people); large flounder	문짝; 큰 문짝의 판자	‘호조 판서’를 줄여 이르는 말.		3	llm	3	1267070
o			2	kanji		旧盆	きゅうぼん	Bon Festival of the lunar calendar	일본의 옛 명절	사람마다 똑같이 나누어 줌.		3	llm	3	1231290
o			2	latin,long		気丈	きじょう	stout-hearted; firm; courageous; brave	기개가 씩씩함; 씩씩함	옷의 길이.		3	llm	3	1222320
o			2	kanji		焼畑	やきばた	land made arable by the slash-and-burn method; swidden; slash-and-burn farming	초지·임지 등에서 잡목·잡초를 태우고 그 재를 비료 삼아, 탄 자리에 메밀·피·대두·밤 등을 뿌리는 밭	소를 사고파는 장.		3	llm	3	1663330
o			2	latin		真田	さなだ	plait; braid	굵은 무명실로 넓고 두껍게 꼰(엮은) 끈	‘떨림’의 전 용어.		3	llm	3	1364170
o			2	latin		縁側	えんがわ	engawa; external corridor on the outer side of traditional Japanese houses; bone at the base of a fin (esp. of a flatfish); meat at the base of a fin	다다미가 깔린 마루 형태의 공간	‘연측하다’의 어근.		3	llm	3	1177630
o			2	latin		縁台	えんだい	bench	엔가와 내부에 놓여 휴식 및 활동을 위한 낮은 탁자	정토(淨土)에 왕생하는 사람은 모두 연꽃 속에서 난다고 하여 연꽃을 모태에 비유하여 이르는 말.		3	llm	3	1177640
o			2	kanji		観月	かんげつ	moon viewing (esp. during the eight month of the lunar calendar)	마음으로 달의 아름다움과 신비로움을 관찰하고 사색한다			3	default	3	1214830
o			2	latin		髪結	かみゆい	hairdresser; hairdressing	이발사·헤어스타일리스트			3	default	3	1651930
o			3	many-senses	Y(3)	見返	みかえし	endpaper (of a book); end-paper; facing (material sewn on the inside edge of a garment); looking back	책의 끝 종이; (옷의) 안감; 되돌아봄; 극복	예전에, 갱(坑) 속에서 사용하던 나침반.		3	llm	3	1604410
o			4	many-senses		文理	ぶんり	humanities and sciences; reason; logic; line of thought (in a piece of writing)	문과와 이과; 이성; 논리; 사상 흐름	글의 뜻을 깨달아 아는 힘.		2	default	3	1723400
o			4	many-senses		松竹梅	しょうちくばい	pine, bamboo and plum (an auspicious grouping); high, middle and low (ranking); top, middle and bottom; upper, medium, lower	소나무, 대나무, 매실 (상서로운 조합); 높은 것, 중간 것, 낮은 것	소나무와 대나무와 매화나무를 아울러 이르는 말. 예로부터 세한삼우라고 하여 시나 그림의 소재로 많이 삼아 왔다.		2	default	3	1349920
o			4	many-senses		太白	たいはく	Venus (planet); thick silk thread; refined sugar; white rice jelly	금성; 굵은 비단실; 정제된 설탕; 떡; 고구마의 종류	강원특별자치도 남부에 있는 시(市). 태백 탄광 지역의 중심지이며 국내에서 무연탄이 가장 많이 난다. 명승지로 용연굴(龍淵窟)이 있다. 면적은 303.52㎢.		2	default	3	1787350
o			5	many-senses		一丁	いっちょう	one leaf (of a book bound in Japanese style); one block of tofu; one serving (in a restaurant); one long and narrow thing (e.g. a gun, scissors, spade, hoe, inkstick, palanquin, candle, jinrikisha, shamisen, oar)	한 장; 한 덩이; 한 차례; (길이 단위) 초	어떤 것의 크기, 모양, 범위, 시간 따위가 하나로 정하여져 있음.		3	llm	2	1164780
o			6	many-senses		前後	ぜんご	front and rear; front and back; before and behind; back and forth	앞뒤; 전후; 근처; 약	앞과 뒤를 아울러 이르는 말.		1	llm	0	1392910
