verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
?	1	1	n	0	脱税	だつぜい	tax evasion	탈세(0)	脫稅	납세자가 납세액의 전부 또는 일부를 내지 않는 일.	탈세와 脫稅는 일본어의 신자체 표기 차이일 뿐 의미와 발음이 동일한 단어입니다.	1416550
?	1	1	n	0	説得	せっとく	persuasion	설득(0)	說得	상대편이 이쪽 편의 이야기를 따르도록 여러 가지로 깨우쳐 말함.	일본어의 'せっとく'은 중국 한자음인 '설득'을 그대로 차용한 단어이며, 한국 표준국어대사전의 '설득'과 동일한 의미와 원어 한자를 공유하므로 같은 단어입니다.	1386440
?	1	1	n	0	説明	せつめい	explanation, exposition, description, account	설명(0)	說明	어떤 일이나 대상의 내용을 상대편이 잘 알 수 있도록 밝혀 말함. 또는 그런 말.	일본어의 '설명'과 한국어의 '설명'은 모두 동일한 의미 (내용을 밝히거나 그 내용 자체) 를 지닌 동원어이며, 일본어에서 쓰이는 한자 '説明'은 한국 표준국어대사전 표기인 '說明'으로 변환된 정자 형태에 해당한다.	1386460
?	1	1	n	0	郷土	きょうど	native place, birth-place, one's old home, province	향토(0)	鄕土	자기가 태어나서 자란 땅.	일본어의 '鄕土'와 한국어의 '향토'는 모두 '고향'이라는 동일한 뜻과 한자 어원을 공유하며, 일본에서 정자로 쓰이는 '郷'은 한국에서는 부수 단순화 없이 '鄕'으로 표기되는 자형 차이일 뿐이다.	1238510
?	1	1	n	0	関連	かんれん	relation, connection, relevance	관련(0)	關聯/關連	둘 이상의 사람, 사물, 현상 따위가 서로 관계를 맺어 매여 있음. 또는 그 관계.	일본어의 'かんれん'은 한국 표준국어대사전의 '관련'과 동일한 의미로, 일본어 신자체 표기인 '関連'와 한국 정자 표기인 '關聯/關連'은 같은 단어의 자형 차이일 뿐이다.	1216060
?	1	1	n	0	青年	せいねん	youth, young man	청년(0)	靑年	신체적·정신적으로 한창 성장하거나 무르익은 시기. 또는 그 시기에 있는 사람.	일본어의 'せいねん'은 한국 표준국어대사전의 '靑年'에서 유래한 단어이며, 현대 일본에서는 정자 (新字体) 로 표기된 '青年'를 사용하므로 자형 차이만 있을 뿐 같은 단어입니다.	1381750
?	1	1	n	0	青山	せいざん	lush mountain, green mountain, grave, burial place	청산(1)	靑山	풀과 나무가 무성한 푸른 산.	일본어의 'せいざん'은 한국 표준국어대사전의 '靑山' (청산) 과 동일한 단어이며, 일본에서는 '青山'로 표기하지만 한국에서는 원형인 '靑'을 사용하여 풀과 나무가 무성한 산이라는 뜻으로 정의됩니다.	1749990
?	1	1	n	0	青少年	せいしょうねん	young people (ages 12 to 25), youth, the younger generation, persons under the age of 18	청-소년(0)	靑少年	청년과 소년을 아울러 이르는 말.	일본어의 '靑少年'은 현대 일본 표기인 '青少年'의 정자 (정체자) 형태이며, 한국 표준국어대사전에서 '청소년'으로 표기된 것은 동일한 단어에 대한 한자 자형 차이 (신자체 vs 정자) 에 불과하다.	1381570
?	1	1	n	0	青春	せいしゅん	youth, adolescence, springtime of life	청춘(1)	靑春	새싹이 파랗게 돋아나는 봄철이라는 뜻으로, 십 대 후반에서 이십 대에 걸치는 인생의 젊은 나이 또는 그런 시절을 이르는 말.	일본어의 'せいしゅん'은 한국 표준국어대사전의 '靑春'을 읽은 것으로, 일본 신자체와 한국 정자 간의 부수 단순화 차이로 인해 자형만 다를 뿐 동일한 단어입니다.	1381550
?	1	1	n	1	家庭科	かていか	home economics	가정-과(0)	家政科	중학교·고등학교에서, 가정생활에 필요한 지식·기술·태도 따위를 가르치는 교과.	일본어의 '家庭科'와 한국 사전의 '家政科'는 모두 가정생활 교육을 의미하는 동일한 개념으로, 일본에서는 '家 (가)'를 쓰지만 한국 표준국어대사전은 통용어인 '가정'을 반영하여 표기만 다른 동일 단어입니다.	1192300
?	1	1	n	1	家庭教師	かていきょうし	(home) tutor, private tutor, private teacher	가정^교사(0)	家庭敎師	남의 집에서 보수를 받고 그 집의 가족 구성원을 개별적으로 가르치는 사람.	두 표기 모두 '가정교사'라는 동일한 단어이며 일본어 신자체의 '敎'와 한국 표준국어대사전 정자의 '敎'는 같은 한자 (부수 단순화 차이) 이므로 뜻과 발음은 동일합니다.	1192320
?	1	1	n	1	家族計画	かぞくけいかく	family planning	가족-계획(0)	家族計劃	행복한 가정생활을 위해 부부의 생활 능력에 따라 자녀의 수나 출산의 간격을 계획적으로 조절하는 일.	일본어의 '家族計画'과 한국 사전의 '가족계획'은 모두 가족 출산 수를 조절한다는 동일한 의미이며, 일본어 표기인 '計'와 한국어 표제어에 쓰인 '劃'은 한자 단순화 과정에서 생긴 자형 차이일 뿐 뜻은 같습니다.	1192160
?	1	1	n	1	閣内	かくない	(inside the) Cabinet	각내(0)	閣內	한 나라 내각의 안.	일본어의 '각내'와 한국 사전의 '각내'는 모두 '내각 안'이라는 동일한 의미와 한자 구성을 공유하며, 표기 차이는 일본 신자체와 중국 정자/한자 간 차이로 인한 것뿐이다.	1613990
?	1	1	n	1	間接税	かんせつぜい	indirect tax	간접-세(0)	間接稅	세금을 납부할 의무가 있는 납세자와 세금을 최종적으로 부담하는 조세 부담자가 다른 조세. 부가 가치세·주세·관세 따위의 소비세와, 인지세·등록세·통행세 따위의 유통세가 있다.	일본어의 '間接税'와 한국 사전의 '간접세'는 모두 간접과세를 지칭하는 동일한 개념이며, 표기 차이는 일본 신자체 (稅) 와 중국 정자/한국 한자 (稅) 의 자형 차이로 인한 것뿐이다.	1215540
?	1	1	n	1	降伏	こうふく	surrender, capitulation, submission, yield	항복(0)	降伏/降服	적이나 상대편의 힘에 눌리어 굴복함.	일본어의 '降伏'과 한국어의 '항복'은 모두 '굴복하다'라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 '降服'은 일본어 표기와 부수 단순화 차이로 인해 자형만 다른 동일한 단어입니다.	1282940
?	1	1	n	1	稼働	かどう	operation (of a machine), running, working (and earning money), workload	가동(1)		‘가동거리다’의 어근.	일본어의 '稼働'은 한국에서 통용되는 표준어 '가동'과 동일한 단어이며, 일본에서는 한자를 표기할 때 '稼働'을 쓰지만 한국에서는 한자 표기를 생략하고 순수한 음독인 '가동'으로만 사용한다.	1590520
?	1	1	n	1	稼働率	かどうりつ	operating rate, utilization rate, occupancy rate, availability factor	가동-률(0)	稼動率	생산 설비가 가동될 수 있는 최대 시간과 실지로 가동한 시간의 비율.	일본어의 '稼働'과 한국어의 '가동'은 모두 설비를 움직인다는 동일한 의미로, 한자 표기 차이 (신자체 vs 정자) 에 불과한 같은 단어입니다.	1613800
?	1	1	n	1	家内	かない	(my) wife, inside the home, one's family	가내(0)	家內	가족을 구성원으로 하여 살림을 꾸려 나가는 공동체. 또는 가까운 일가.	일본어의 '家内 (かない)'와 한국어의 '가내'는 모두 '집안'이라는 동일한 개념을 지칭하며, 한자 표기 차이로 인해 뜻이 완전히 일치하는 단어입니다.	1192420
?	1	1	n	1	箇所	かしょ	place, point, part, spot	개소(1)	個所	여러 곳 가운데 한 곳.	일본어의 'かしょ'는 한국 한자음 '개소'와 동일한 단어이며, 일본어 표기인 '箇所'와 한국어 표제어 '個所'는 같은 의미의 한자어이므로 뜻이 같습니다.	1590250
?	1	1	n	1	拒絶反応	きょぜつはんのう	(transplant) rejection, strong reaction (against)	거절^반응(0)	拒絕反應	조직이 잘 맞지 않는 장기를 이식하였을 때, 그것을 배제하려고 일어나는 생체 반응. 이식 후 처음 7~10일은 문제가 없어 보이나 곧 염증이나 괴사를 일으키게 된다.	두 표기 모두 '거절하다'와 '반응하다'의 합성어로 뜻과 발음이 동일하며, 일본어의 신자체 (拒絶) 와 한국의 정자 (拒絕) 는 같은 한자의 자형 차이일 뿐이다.	1232400
?	1	2	n	1	決別	けつべつ	separation, farewell, parting	결별(0)	訣別	기약 없는 이별을 함. 또는 그런 이별.	결별과訣別은 일본어의 신자체 (決別) 와 중국식 정자 (訣別) 의 자형 차이로 같은 단어이며 뜻도 동일합니다.	1254420
?	1	1	n	1	境内	けいだい	grounds (esp. of shrines and temples), compound, churchyard, precincts	경내(0)	境內	일정한 지역의 안.	일본어의 'けいだい'는 중국어에서 유래한 한자어이며, 한국 표준국어대사전의 '경내'와 동일한 원어 한자 (境內) 와 뜻 (지역 안) 을 공유하므로 같은 단어입니다.	1236020
?	1	1	n	1	計画的	けいかくてき	planned, scheduled, systematic	계획-적(0)	計劃的/計畫的	미리 정해진 계획에 따른 것.	일본어의 'けいかくてき'는 한국어 표제어 '계획적'과 동일한 의미의 단어이며, 일본어에서 쓰이는 한자 '計画的'와 한국 표준국어대사전 표제어에 있는 '計劃的/計畫的'은 같은 뜻의 단어이고 자형 차이 (신자체 vs 정자) 에 불과합니다.	1630570
?	1	1	n	1	交差点	こうさてん	crossing, intersection	교차-점(0)	交叉點	서로 엇갈리거나 마주친 곳.	일본어의 '交'와 한국어의 '交叉'는 모두 '엇갈리다'라는 동일한 의미를 가지며, 일본어 표기인 '交差点'은 한국 표준국어대사전의 '교차점'과 뜻과 어원적 배경이 동일하므로 같은 단어입니다.	1592970
?	1	1	n	1	校内	こうない	within a school	교내(1)	校內	학교의 안.	일본어의 'こうない'과 한국어의 '교내'는 모두 '학교 안'이라는 동일한 의미와 한자 구성 (校 + 內) 을 공유하며, 한국 표준국어대사전 표제어 '교내'가 일본어 표기 '校内'에 대응하는 정확한 번역어입니다.	1279610
?	1	1	n	1	軌跡	きせき	tire track, traces of a person or thing, path one has taken, locus	궤적(0)	軌跡/軌迹	수레바퀴가 지나간 자국이라는 뜻으로, 물체가 움직이면서 남긴 움직임을 알 수 있는 자국이나 자취를 이르는 말.	일본어의 '軌跡'과 한국어의 '궤적'은 모두 물체가 움직여 남긴 자취라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자가 일본어 표기와 일치하므로 같은 단어입니다.	1223970
?	1	1	n	1	根絶	こんぜつ	eradication, extermination, rooting out, stamping out	근절(1)	根絕	다시 살아날 수 없도록 아주 뿌리째 없애 버림.	일본어의 '根絶'과 한국어의 '근절'은 모두 '뿌리째 없애다'라는 동일한 의미와 한자 구성을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자가 일본어 표기와 정확히 일치하므로 같은 단어입니다.	1290240
?	1	1	n	1	記念碑	きねんひ	commemorative plaque (usu. on a stone), stone monument (bearing an inscription)	기념-비(0)	紀念碑	어떤 뜻깊은 일이나 훌륭한 인물 등을 오래도록 잊지 아니하고 마음에 간직하기 위하여 세운 비.	일본어의 '記念碑'와 한국어의 '기념비'는 모두 기념을 목적으로 세운 돌 비를 뜻하는 동일한 단어이며, 일본어 신자체 (記) 와 중국어/한국어 정자 (記) 의 자형 차이로 인해 표기가 다르게 보일 뿐 의미와 발음은 일치합니다.	1223390
?	1	1	n	1	企画室	きかくしつ	planning office	기획-실(0)	企劃室	일을 꾀하여 계획하는 업무를 맡은 부서. 또는 그런 방.	기획실과 기획실은 일본어의 신자체 (企畫室) 와 한국 표준의 정자 (企劃室) 가 동일한 단어에 대한 자형 차이일 뿐 뜻과 발음은 동일합니다.	1614380
?	1	1	n	1	納付	のうふ	payment, supply	납부(0)	納付/納附	세금이나 공과금 따위를 관계 기관에 냄.	일본어의 '納付'와 한국어의 '납부'는 모두 세금이나 공과금을 내는 동일한 개념을 지칭하며, 일본어 신자체 표기와 한국 정자 표기 간의 자형 차이일 뿐 의미와 발음 (한자음) 이 일치합니다.	1470110
?	1	1	n	1	短編	たんぺん	short story, short film, short poem	단편(1)	短篇	짤막하게 지은 글.	단편은 일본어의 'たんぺん'과 동일한 단어이며, 한국에서는 부수 단순화 (정자↔신자체) 로 인해 원어 한자의 '篇'이 '編'으로 표기된 차이일 뿐 뜻은 같습니다.	1597300
?	1	1	n	1	都市計画	としけいかく	city planning, urban planning, town planning	도시^계획(0)	都市計劃	도시 생활에 필요한 교통·주택·위생·보안·행정 따위에 관하여 주민의 복리를 증진하고 공공의 안녕을 유지하도록 능률적·효과적으로 공간에 배치하는 계획.	두 표기 모두 '도시 계획'이라는 동일한 개념을 지칭하며, 일본어의 '劃'은 중국식 정자이고 한국어 표준의 '畫'는 신자체로 자형만 다를 뿐 뜻과 발음은 동일합니다.	1700860
?	1	1	n	1	登用	とうよう	appointment, assignment, promotion	등용(1)	登用/登庸	인재를 뽑아서 씀.	일본어의 '登用'과 한국어의 '등용'은 모두 인재 채용이라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자가 '登庸'으로 제시된 것은 역사적·문헌적 변이형일 뿐 본질적으로 같은 단어입니다.	1598650
?	1	1	n	1	麻酔	ますい	anaesthesia, anesthesia	마취(0)	痲醉	약물 따위를 이용하여 얼마 동안 의식이나 감각을 잃게 함.	일본어의 '麻酔'와 한국어의 '마취 (痲醉)'는 의식이나 감각을 잃게 하는 동일한 개념을 지칭하며, 한자 표기 차이는 일본 신자체와 중국 정자/한자 간 부수 단순화 차이로 인한 것뿐이다.	1603940
?	1	1	n	1	免税	めんぜい	tax exemption, duty exemption	면세(1)	免稅	세금을 면제함.	일본어의 '免税'과 한국어의 '면세'는 모두 세금을 면제한다는 동일한 의미이며, 한자 표기 차이 (稅 vs 稅) 는 일본 신자체와 중국/한국 정자의 단순화 차이로 같은 단어에 해당합니다.	1533230
?	1	1	n	1	返答	へんとう	reply, answer	반답(0)	反畓	→ 번답.	일본어의 '返答'과 한국 사전의 '반답 (反畓)'은 모두 '답하다'라는 동일한 의미로 사용되며, 이는 일본어 신자체와 중국어 정자/번체 한자의 자형 차이로 인한 표기만 다른 동일한 단어입니다.	1512290
?	1	2	n	1	反米	はんべい	anti-American	반미(1)	反美	미국에 반대함. 또는 미국에 반대되는 것.	일본어의 '反米'와 한국어의 '반미'는 모두 '미국에 반대하다/반대되는 것'이라는 동일한 의미와 발음을 공유하며, 표기 차이는 일본 신자체 (美) 와 중국 정자 (美) 의 차이로 인한 자형만 다른 동일 단어입니다.	1480960
?	1	1	n	1	病床	びょうしょう	sickbed, (hospital) bed	병상(1)	病牀	병든 사람이 눕는 침상.	일본어의 '牀'과 한국어의 '床'은 모두 침상 (침대) 을 뜻하는 동일한 한자이며, 일본 표기인 신자체와 한국 표기인 정자의 차이로 자형만 다를 뿐 단어 의미는 동일합니다.	1490330
?	1	1	n	1	保母	ほぼ	(female) childcare worker, nursery school teacher	보모(0)	保姆	보육원이나 탁아소 따위의 아동 복지 시설에서 어린이를 돌보아 주며 가르치는 여자.	일본어의 '保母'와 한국어의 '보모'는 모두 '아동을 돌보는 여성'이라는 동일한 의미와 한자 어원을 공유하며, 일본어 표기에서 '母'를 신자체로 쓰지 않은 경우나 역사적 표기 차이로 인해 자형만 다를 뿐 같은 단어입니다.	1603540
?	1	1	n	1	封鎖	ふうさ	blockade, lockdown, sealing off (an area), freezing (funds)	봉쇄(0)	封<span class="korean-webfont">&#x9396;</span>	굳게 막아 버리거나 잠금.	일본어의 'ふうさ'는 한국 표기인 '봉쇄'와 동일한 단어이며, 일본에서 쓰이는 한자 '封鎖'와 한국 표준국어대사전의 원어 한자 '封闑'은 같은 의미의 동음이의어 관계로 실제 표기 차이는 있으나 어원적·의미론적으로 동일하다.	1499650
?	1	1	n	1	封筒	ふうとう	envelope	봉통(0)	封筒/封筩	편지나 서류 따위를 넣기 위하여 종이로 만든 주머니.	일본어의 '封筒'과 한국 사전의 '봉통'은 모두 편지를 넣는 종이 주머니를 뜻하는 동일한 단어이며, 한자 표기 차이만 존재한다.	1499690
?	1	1	n	1	社会教育	しゃかいきょういく	social education	사회^교육(0)	社會敎育	일반 민중에게 사회인으로서 필요한 교육을 실시하는 조직적인 활동. 가정과 학교 이외의 도서관, 동물원, 강연회 및 신문, 잡지 따위를 통하여 이루어진다.	일본어의 신자체 표기 '敎'와 한국 표준국어대사전의 정자 표기 '教'는 같은 한자이며 뜻도 동일하므로 자형 차이만 있는 동일한 단어입니다.	1658790
?	1	1	n	1	性教育	せいきょういく	sex education	성-교육(0)	性敎育	성장기의 아이들에게 성에 관한 올바른 지식을 갖도록 하는 교육.	일본어의 신자체 '敎'와 한국의 정자 '敎'는 같은 글자이며 뜻과 발음도 동일하므로 표기 차이일 뿐 같은 단어입니다.	1375320
?	1	1	n	1	小説家	しょうせつか	novelist, fiction writer	소설-가(0)	小說家	소설 쓰는 일을 전문적으로 하는 사람.	일본어의 '小説家'와 한국어의 '소설가'는 모두 소설을 전문으로 하는 사람을 뜻하는 동일한 단어이며, 한자 표기 차이만 존재합니다.	1348440
?	1	1	n	1	鎖国	さこく	national isolation, closing the country (to foreigners), sakoku, policy of national isolation enacted by the Tokugawa shogunate	쇄국(0)	<span class="korean-webfont">&#x9396;</span>國	다른 나라와의 통상과 교역을 금지함.	일본어의 '사국'과 한국어의 '쇄국'은 모두 '나라를 닫다'라는 동일한 의미로 쓰이며, 일본어 표기인 '鎖'와 한국 표준국어대사전 표기인 '鎖'는 같은 한자 (정자) 이므로 자형 차이만 존재한다.	1291740
?	1	1	n	1	衰退	すいたい	decline, degeneration, decay, waning	쇠퇴(0)	衰退/衰頹	기세나 상태가 쇠하여 전보다 못하여 감.	일본어의 '衰退'과 한국어의 '쇠퇴'는 모두 기세나 상태가 나빠지는 동일한 개념을 나타내며, 한국 표준국어대사전에서 표기된 원어 한자 '衰頹'는 일본어 표기와 부수 단순화 (新字体) 차이를 보이는 동일 단어입니다.	1372550
?	1	1	n	1	巡回	じゅんかい	going around, patrol, round, tour	순회(0)	巡廻	여러 곳을 돌아다님.	일본어의 '巡回'과 한국어의 '순회'는 모두 '여러 곳을 돌아다님'이라는 동일한 뜻과 발음을 공유하며, 이는 일본 신자체와 한국 정자 간의 부수 단순화 차이로 인한 표기만 다른 동일한 단어입니다.	1342070
?	1	1	n	1	時期尚早	じきしょうそう	premature	시기-상조(0)	時機尙早	어떤 일을 하기에 아직 때가 이름.	표기된 '尙'은 일본어 신자체 '尚'의 정자 형태이며, '時期'와 '早'는 한자 표기 차이가 없으므로 같은 단어입니다.	1316070
?	1	1	n	1	食欲	しょくよく	appetite (for food)	식욕(0)	食慾	음식을 먹고 싶어 하는 욕망.	일본어의 'しょくよく'은 한국 표기 '식욕'과 동일한 단어이며, 일본에서 쓰이는 신자체 (慾) 와 한국에서 쓰는 정자 (欲) 의 자형 차이로만 다릅니다.	1358660
?	1	1	n	1	室内楽	しつないがく	chamber music	실내-악(0)	室內樂	한 악기가 한 성부씩 맡아 연주하는 기악 합주곡. 성부 수에 따라 이중주, 삼중주, 사중주, 오중주 따위로 나뉘는데, 바이올린 둘, 비올라 하나, 첼로 하나의 현악 사중주가 실내악의 중심이다.	일본어의 '室内楽'과 한국어의 '실내악'은 모두 '방 안에서의 음악'이라는 동일한 개념을 지칭하며, 한자 표기 차이 (室 vs 內) 와 일본어 신자체/한국어 정자 사용 규칙에 따른 자형 차이만 존재할 뿐 뜻은 동일하다.	1320360
?	1	1	n	1	憶測	おくそく	guess, speculation, supposition	억측(0)	臆測	이유와 근거가 없이 짐작함. 또는 그런 짐작.	일본어의 'おくそく'은 중국어에서 유래한 '臆測'을 일본식 표기 (新字体) 로 쓴 것이며, 한국 표준국어대사전의 '억측'도 동일한 한자 어원을 공유하므로 뜻과 본질이 같습니다.	1589020
?	1	1	n	1	熱烈	ねつれつ	ardent, passionate, vehement	열렬(1)	熱烈/烈烈	‘열렬하다’의 어근.	일본어의 'ねつれつ'은 중국어에서 유래한 한자어이며, 한국 표준국어대사전의 '열렬'이 이에 대응하는 동일한 어원을 가진 단어입니다.	1468040
?	1	1	n	1	屋内	おくない	indoors	옥내(0)	屋內	집 또는 건물의 안.	일본어의 '屋内'과 한국 사전의 '옥내'는 모두 '집이나 건물의 안'이라는 동일한 뜻으로, 일본 신자체와 중국 정자 (또는 한국 한자) 의 자형 차이로 인한 표기만 다른 같은 단어입니다.	1182730
?	1	1	n	1	欲求	よっきゅう	desire, want, will, wish	욕구(0)	欲求/慾求	무엇을 얻거나 무슨 일을 하고자 바라는 일.	일본어의 '欲求'와 한국어의 '욕구'는 모두 '원하는 마음'이라는 동일한 의미로 사용되며, 한자 표기 차이 (慾 vs 欲) 는 일본 신자체와 중국/한국 정자 간 단순화 차이로 인해 같은 단어에 해당합니다.	1547350
?	1	1	n	1	欲望	よくぼう	desire, appetite, lust	욕망(0)	欲望/慾望	부족을 느껴 무엇을 가지거나 누리고자 탐함. 또는 그런 마음.	일본어의 '욕망'과 한국 사전의 '욕망'은 모두 탐욕이나 갈망을 뜻하는 동일한 단어이며, 일본어 표기인 '欲望'과 한국 표기인 '慾望'은 한자 부수 단순화 (신자체 vs 정자) 차이로 인한 자형만 다른 관계입니다.	1547410
?	1	1	n	1	元凶	げんきょう	ringleader, main culprit, main cause, source	원흉(0)	元兇	못된 짓을 한 사람들의 우두머리.	일본어의 'げんきょう'은 한국 표기 '원흉'의 한자 (元兇) 와 동일한 의미와 발음을 가진 단어이며, 일본에서는 '凶'자를 신자체로 쓰지만 본래 자형과 뜻은 동일합니다.	1578360
?	1	1	n	1	元来	がんらい	originally, essentially, naturally, by nature	원래(1)	元來/原來	사물이 전하여 내려온 그 처음.	일본어의 '元来'와 한국어의 '원래'는 모두 '처음부터', '본래'라는 동일한 의미와 한자 어원을 공유하며, 일본어 표기에서 '來'가 신자체로 쓰인 경우를 제외하면 본질적으로 같은 단어입니다.	1261080
?	1	1	n	1	危惧	きぐ	apprehension, misgivings, uneasiness, fear	위구(1)	危懼	염려하고 두려워함.	일본어의 '危惧'와 한국어의 '위구'는 모두 '위험을 두려워함'이라는 동일한 의미로, 일본어 신자체 (懼) 와 중국어/한국어 정자 (懼) 의 자형 차이일 뿐 본질은 같은 단어입니다.	1591130
?	1	1	n	1	義務教育	ぎむきょういく	compulsory education	의무^교육(0)	義務敎育	국가에서 제정한 법률에 따라 일정한 연령에 이른 아동이 의무적으로 받아야 하는 보통 교육. 역사적으로 1794년 프로이센의 보통법에 규정되었고 루터가 그 주창자였던 것으로 알려져 있으며, 우리나라는 1949년 교육법이 공포됨에 따라 출범되었다. 2007년 현재 우리나라는 초등 교육 6년, 중등 교육 3년으로 정하고 있다.	두 표기 모두 '의무교육'이라는 동일한 개념을 지칭하며, 일본어의 신자체 (敎) 와 한국의 정자 (教) 는 같은 한자의 자형 차이일 뿐 의미는 동일하다.	1225910
?	1	1	n	1	妊婦	にんぷ	pregnant woman	임부(1)	妊婦/姙婦	아이를 밴 여자.	일본어의 '妊婦'와 한국어의 '임부'는 모두 출산 준비 중인 여성을 뜻하는 동일한 개념이며, 일본어 표기인 '姙'은 한국 정자에서 쓰이지 않는 구한자이므로 자형 차이일 뿐 단어 자체는 동일합니다.	1467370
?	1	1	n	1	絶妙	ぜつみょう	exquisite, superb, perfect, miraculous	절묘(0)	絕妙	‘절묘하다’의 어근.	일본어의 '絶妙'과 한국어의 '절묘'는 모두 '완벽하다'라는 동일한 뜻으로 쓰이며, 한자 표기 차이 (정자/신자체) 에 불과하므로 같은 단어입니다.	1386970
?	1	1	n	1	絶対的	ぜったいてき	absolute	절대-적(0)	絕對的	아무런 조건이나 제약이 붙지 아니하는 것.	일본어의 '絶対的'과 한국어의 '절대적'은 모두 '절대적인'이라는 동일한 뜻을 가지며, 한자 표기 차이 (정자/신자체) 에 불과하므로 같은 단어입니다.	1721650
?	1	1	n	1	定説	ていせつ	established theory, accepted opinion, accepted explanation	정설(1)	定說	일정한 결론에 도달하여 이미 확정하거나 인정한 설.	일본어의 '定説'과 한국어의 '정설'은 모두 '확립된 이론이나 설'이라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전 표제어의 원어 한자가 일본어 표기와 다른 것은 현대 한자 사용 관행 (신자체 vs 정자) 에 따른 자형 차이일 뿐이다.	1435700
?	1	1	n	1	終息	しゅうそく	cessation, (coming to an) end	종식(1)	終熄	한때 매우 성하던 현상이나 일이 끝나거나 없어짐.	'熄'과 '息'은 일본어에서 모두 '소식 (shuku)'으로 읽히며 뜻도 '멈추다/끝나다'로 동일하여 표기 차이일 뿐 같은 단어입니다.	1332910
?	1	1	n	1	住民税	じゅうみんぜい	municipal tax	주민-세(0)	住民稅	지방세의 하나. 그 지역에 거주하는 개인과 그 지역에 사무소나 사업소를 둔 법인, 또는 그들의 소득에 대하여 부과한다.	일본어의 '住民税'과 한국 사전의 '주민세'는 모두 동일한 개념인 지방세를 지칭하며, 한자 표기 차이 (稅 vs 稅) 는 현대 일본어 신자체와 중국식/한국식 정자 간 단순화 차이로 인해 발생한 자형만 다른 동일 단어입니다.	1334220
?	1	1	n	1	俊足	しゅんそく	swiftness of foot, fast runner, swift horse, fleet steed	준족(0)	駿足	발이 빠른 좋은 말.	일본어의 'しゅんそく'은 한국 표준국어대사전의 '준족 (駿足)'과 동일한 단어이며, 일본에서는 신자체로 쓰이는 반면 한국에서는 정자 (舊字) 가 표기된 차이일 뿐 뜻은 같습니다.	1340940
?	1	2	n	1	中途半端	ちゅうとはんぱ	halfway, half measures, unfinished, incomplete	중도-반단(0)	中途半斷	시작한 일을 완전히 끝내지 아니하고 중간에 흐지부지함.	중도반단과 중도반단은 일본어의 신자체 표기 (半端) 와 한국 정자 표기 (半斷) 의 차이로 같은 단어이며 뜻은 동일하다.	1425050
?	1	1	n	1	主税局	しゅぜいきょく	(Japanese) Tax Bureau	주세-국(0)	主稅局	조선 말기에, 탁지아문에 속하여 세금에 관한 일을 맡아보던 부서.	일본어의 '主税局'과 한국 사전의 '주세국'은 모두 세무 행정 기관을 지칭하는 동일한 개념이며, 일본어 신자체와 중국어 정자 (또는 조선 시대 한자) 의 자형 차이로 인해 표기만 다른 동일 단어입니다.	1658940
?	1	1	n	1	症例	しょうれい	case	증례(0)	證例	어떤 사실의 유무나 진위를 증명하는 예.	일본어의 'しょうれい'는 중국식 한자음으로 읽히는 경우이며, 한국 사전의 '증례'와 일본어의 '症例'는 모두 '증거가 되는 사례'라는 동일한 의미로 쓰이는 단어이고, 일본어 표기인 '症'은 현대 일본어에서 '증(病)'이라는 뜻으로만 쓰이므로 부수 단순화나 자형 차이로 인한 표기 차이일 뿐이다.	1707110
?	1	1	n	1	地方税	ちほうぜい	local tax, council tax	지방-세(0)	地方稅	지방 자치 단체가 그 주민에게 물리는 세금. 취득세, 등록세 따위의 보통세와 도시 계획세 따위의 목적세가 있다.	일본어의 '地方税'와 한국 사전의 '지방세'는 모두 지방 자치 단체가 징수하는 세금을 뜻하며, 한자 표기 차이 (稅 vs 稅) 는 현대 일본어에서 정자체로 쓰이는 '稅'와 중국식/한국식 표기인 '稅'의 단순한 자형 차이일 뿐 의미는 동일합니다.	1763370
?	1	1	n	1	天然記念物	てんねんきねんぶつ	natural monument, protected species (animal, habitat, etc.)	천연-기념물(0)	天然紀念物	국가에서 지정하여 법률로 보호하는 동물, 식물, 지형 따위의 자연유산.	두 표기 모두 '천연기념물'을 의미하며 일본어의 신자체 (紀念) 와 한국의 정자 (紀念) 는 같은 한자의 자형 차이일 뿐 뜻은 동일합니다.	1439610
?	1	1	n	1	布告	ふこく	edict, ordinance, proclamation	포고(1)	布告/佈告	일반에게 널리 알림.	일본어의 '布告'과 한국어의 '포고'는 모두 '널리 알리는 공문서'라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 제시한 원어 한자 (布告/佈告) 가 일본어 표기와 일치하므로 같은 단어입니다.	1496860
?	1	1	n	1	弦楽	げんがく	music for strings, string music	현악(0)	絃樂	현악기로 연주하는 음악.	일본어의 'げん가く'은 한국 표준국어대사전의 '현악'과 동일한 의미로, 일본에서 쓰이는 한자 표기인 '絃樂'은 한국의 정자 '絃'을 단순화한 신자체에 해당하므로 같은 단어입니다.	1263050
