verdict	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	id
	Y	0	新車	しんしゃ	new car	신차(3)	新車	새로운 차.	1361920
	Y	0	申請	しんせい	application, request, petition	신청(1)	申請	단체나 기관에 어떠한 사항을 말이나 문서로써 밝혀 요청함.	1363130
	Y	0	新築	しんちく	new building, new construction	신축(3)	新築	건물 따위를 새로 만듦.	1362160
	Y	0	信託	しんたく	trust, entrusting, leaving in someone's trust	신탁(2)	信託	믿고 맡김.	1359410
	Y	0	新型	しんがた	new type, new style, new model, new strain (e.g. infectious disease)	신형(2)	新型	새로운 유형이나 형태.	1361770
	Y	0	神話	しんわ	myth, mythology	신화(4)	神話	고대인의 사유나 표상이 반영된 신성한 이야기. 우주의 기원, 신이나 영웅의 사적(事績), 민족의 태고 때의 역사나 설화 따위가 주된 내용이다. 내용에 따라 자연 신화와 인문(人文) 신화로 나눈다.	1364940
	Y	0	新興	しんこう	rising, developing, emergent, burgeoning	신흥(2)	新興	어떤 사회적 사실이나 현상이 새로 일어남.	1361750
	Y	0	信号	しんごう	signal, signalling, signaling, traffic light	신호(1)	信號	일정한 부호, 표지, 소리, 몸짓 따위로 특정한 내용 또는 정보를 전달하거나 지시를 함. 또는 그렇게 하는 데 쓰는 부호.	1359240
	Y	0	神経	しんけい	nerve, nerves, sensitivity	신경(4)	神經	신경 세포의 돌기가 모여 결합 조직으로 된 막에 싸여 끈처럼 된 구조. 뇌와 척수 그리고 우리 몸 각 부분 사이에 필요한 정보를 서로 전달하는 구실을 한다.	1364520
	Y	0	申込	もうしこみ	application, entry, request, subscription	신입(1)	申込	특정한 내용의 계약을 체결시킬 것을 목적으로 하는 의사 표시.	1605140
	Y	0	信頼	しんらい	trust (in), confidence, faith, reliance	신뢰(2)	信賴	굳게 믿고 의지함.	1359730
	Y	0	失業	しつぎょう	unemployment, losing one's job, becoming unemployed	실업(1)	失業	생업을 잃음.	1319860
	Y	0	室長	しつちょう	section chief, laboratory manager, office head, room monitor	실장(0)	室長	연구실, 분실 따위의 ‘실’ 자가 붙은 부서의 우두머리.	1320340
	Y	0	失点	しってん	lost point (in a game), point given away, conceded goal, run charged to the pitcher	실점(0)	失點	운동 경기나 승부 따위에서 점수를 잃음. 또는 그 점수.	1320100
	Y	0	失策	しっさく	blunder, slip, error	실책(0)	失策	잘못된 계책.	1594410
	Y	0	失敗	しっぱい	failure, mistake, blunder	실패(2)	失敗	일을 잘못하여 뜻한 대로 되지 아니하거나 그르침.	1320140
	Y	0	深刻	しんこく	serious, severe, grave, acute	심각(1)	深刻	깊이 새김.	1362730
	Y	0	心境	しんきょう	state of mind, mental state, mental attitude	심경(2)	心境	마음의 상태.	1360630
	Y	0	心筋	しんきん	cardiac muscle, heart muscle, myocardium	심근(2)	心筋	심장의 벽을 이루는 두꺼운 근육. 가로무늬근이지만 생리적으로는 불수의근이므로 자율적이고 주기적인 수축 운동을 한다.	1646860
	Y	0	審理	しんり	trial	심리(3)	審理	사실을 자세히 조사하여 처리함.	1360470
	Y	0	心理	しんり	state of mind, mentality, psychology	심리(1)	心理	마음의 작용과 의식의 상태.	1361000
	Y	0	尋問	じんもん	questioning, interrogation, examination (of a witness)	심문(1)	尋問	방문하여 찾아봄.	1369980
	Y	0	心不全	しんふぜん	heart failure	심-부전(0)	心不全	심장의 수축 운동이 비정상적이어서 신체의 각 부위로 피를 충분히 보내지 못하는 병적인 상태. 호흡 곤란, 부기 따위의 증상이 나타난다.	1360950
	Y	0	審査	しんさ	judging, inspection, examination, investigation	심사(8)	審査	자세하게 조사하여 등급이나 당락 따위를 결정함.	1360380
	Y	0	心身	しんしん	mind and body	심신(1)	心身	마음과 몸을 아울러 이르는 말.	1360750
	Y	0	深夜	しんや	late at night	심야(0)	深夜	깊은 밤.	1362810
	Y	0	審議	しんぎ	deliberation, discussion, consideration	심의(5)	審議	심사하고 토의함.	1360360
	Y	0	審判	しんぱん	judgement, judgment, decision, verdict	심판(1)	審判	어떤 문제와 관련된 일이나 사람에 대하여 잘잘못을 가려 결정을 내리는 일.	1360410
	Y	0	心臓	しんぞう	heart, guts, nerve, cheek	심장(2)	心臟	주기적인 수축에 의하여 혈액을 몸 전체로 보내는, 순환 계통의 중심적인 근육 기관. 어류는 1심방 1심실, 양서류는 2심방 1심실, 조류와 포유류는 2심방 2심실이다. 사람의 경우에는 가슴안에서 중앙보다 왼쪽에 있고, 주먹보다 약간 큰 근육질 덩어리로 원뿔형의 주머니 모양을 하고 있다.	1360770
	Y	0	十万	じゅうまん	100,000, hundred thousand	십만(0)	十萬	만의 열 배가 되는 수.	1335140
	Y	0	十分	じゅうぶん	enough, sufficient, plenty, adequate	십분(0)	十分	아주 충분히.	1335080
	Y	0	十億	じゅうおく	1,000,000,000, billion	십억(0)	十億	억의 열 배가 되는 수.	1334540
	Y	0	十月	じゅうがつ	October, tenth month of the lunar calendar	십월(0)	十月	→ 시월.	1334570
	Y	0	十二月	じゅうにがつ	December, twelfth month of the lunar calendar	십이-월(0)	十二月	한 해 열두 달 가운데 맨 끝 달.	1334910
	Y	0	十一月	じゅういちがつ	November, eleventh month of the lunar calendar	십일-월(0)	十一月	한 해 열두 달 가운데 열한째 달.	1334480
	Y	0	十字	じゅうじ	cross, cross shape, sign of the cross	십자(1)	十字	‘十’ 자와 같은 모양.	1334630
	Y	0	時価	じか	current value, price, market value	시가(4)	時價	일정한 시기의 물건값.	1315910
	Y	0	視聴率	しちょうりつ	ratings (e.g. of a television program), audience rating, viewing rate	시청-률(0)	視聽率	텔레비전에서, 특정한 프로그램이 시청되고 있는 정도. 상업 방송국에서는 광고 요금의 결정이나 광고 효과 측정에 중요한 요소가 된다.	1312120
	Y	0	視聴者	しちょうしゃ	viewer (esp. of television, streaming video content), audience, viewership, listener (occ. of radio, audio streaming content)	시청-자(0)	視聽者	텔레비전의 방송 프로그램을 시청하는 사람.	1312110
	Y	0	視覚	しかく	(sense of) sight, eyesight, vision	시각(5)	視覺	눈을 통해 빛의 자극을 받아들이는 감각 작용.	1312010
	Y	0	試験	しけん	examination, exam, test, trial	시험(3)	試驗	재능이나 실력 따위를 일정한 절차에 따라 검사하고 평가하는 일.	1312350
	Y	0	氏名	しめい	(full) name, identity	씨명(0)	氏名	성과 이름을 아울러 이르는 말.	1311060
	Y	0	安保	あんぽ	security (e.g. national security), US-Japan Security Treaty, campaign against the Japan-US Security Treaty (1959-60, 1970)	안보(2)	安保	편안히 보전됨. 또는 편안히 보전함.	1154260
	Y	0	安心	あんしん	peace of mind, relief, (sense of) security, safety	안심(3)	安心	낚시꾼들이 고기를 여덟 마리째 잡음을 이르는 말.	1153890
	Y	0	安易	あんい	easy, simple, easygoing, lighthearted	안이(2)	安易	‘안이하다’의 어근.	1153720
	Y	0	安全	あんぜん	safety, security	안전(3)	安全	위험이 생기거나 사고가 날 염려가 없음. 또는 그런 상태.	1153930
	Y	0	安全保障	あんぜんほしょう	(guarantee of) security	안전^보장(0)	安全保障	외부의 위협이나 침략으로부터 국가와 국민의 안전을 지키는 일. 군사 동맹, 경제 협력, 중립 따위의 방법이 있다.	1154030
	Y	0	安定	あんてい	stability, steadiness, consistency, equilibrium	안정(1)	安定	바뀌어 달라지지 아니하고 일정한 상태를 유지함.	1154120
	Y	0	安打	あんだ	safe hit	안타(1)	安打	야구에서, 수비수의 실책이 없이 타자가 한 베이스 이상을 갈 수 있게 공을 치는 일.	1154060
	Y	0	暗殺	あんさつ	assassination	암살(2)	暗殺	몰래 사람을 죽임.	1154520
	Y	0	愛情	あいじょう	love, affection	애정(2)	愛情	사랑하는 마음.	1150860
	Y	0	愛好	あいこう	love, adoration, being fond of, having a passion for	애호(5)	愛好	사랑하고 좋아함.	1150680
	Y	0	額面	がくめん	face value, par	액면(2)	額面	그림, 글씨, 사진 따위를 끼우는 틀.	1207540
	Y	0	液晶	えきしょう	liquid crystal	액정(2)	液晶	액체와 고체의 중간 상태에 있는 물질. 결정과 같은 광학 이성(光學異性)의 복굴절을 하며 액체와 같은 유동성을 가진다. 전자기력, 압력, 온도 따위에 민감하게 반응하므로 시계, 탁상 계산기의 문자 표시나 텔레비전의 화면 따위에 응용한다.	1175000
	Y	0	愛国	あいこく	love of one's country, patriotism, Ireland	애국(2)	愛國	자기 나라를 사랑함.	1150710
	Y	0	愛称	あいしょう	pet name, nickname, affectionate name, term of endearment	애칭(0)	愛稱	본래의 이름 외에 친근하고 다정하게 부를 때 쓰는 이름.	1150840
	Y	0	夜間	やかん	night, nighttime	야간(0)	夜間	해가 진 뒤부터 먼동이 트기 전까지의 동안.	1536530
	Y	0	野球	やきゅう	baseball	야구(2)	野球	9명씩으로 이루어진 두 팀이 9회씩 공격과 수비를 번갈아 하며 승패를 겨루는 구기 경기. 공격하는 쪽은 상대편 투수가 던진 공을 배트(bat)로 치고 1, 2, 3루를 돌아 본루로 돌아오면 1점을 얻는다.	1537300
	Y	0	野党	やとう	opposition party, the opposition	야당(0)	野黨	정당 정치에서, 현재 정권을 잡고 있지 아니한 정당.	1537580
	Y	0	野生	やせい	wild, growing wild, living in the wild, I	야생(1)	野生	산이나 들에서 저절로 나서 자람. 또는 그런 생물.	1537470
	Y	0	野外	やがい	outdoors, outside, open air, fields	야외(0)	野外	시가지에서 조금 멀리 떨어져 있는 들판.	1537270
	Y	0	野鳥	やちょう	wild bird	야조(3)	野鳥	야생의 새를 통틀어 이르는 말.	1537570
	Y	0	野菜	やさい	vegetable, marijuana, cannabis	야채(0)	野菜	들에서 자라나는 나물.	1537370
	Y	0	若干	じゃっかん	some, few, a number of, a little (bit)	약간(0)	若干	얼마 되지 않음.	1324330
	Y	0	約束	やくそく	promise, agreement, arrangement, one's word	약속(0)	約束	다른 사람과 앞으로의 일을 어떻게 할 것인가를 미리 정하여 둠. 또는 그렇게 정한 내용.	1538130
	Y	0	養成	ようせい	training, education, development, cultivation	양성(9)	養成	가르쳐서 유능한 사람을 길러 냄.	1547190
	Y	0	漁船	ぎょせん	fishing boat	어선(5)	漁船	고기잡이를 하는 배.	1233050
	Y	0	漁業	ぎょぎょう	fishing industry, fishery	어업(0)	漁業	영리를 목적으로 물고기, 조개, 김, 미역 따위를 잡거나 기르는 산업. 또는 그런 직업.	1232990
	Y	0	抑留	よくりゅう	internment, detainment, detention	억류(0)	抑留	억지로 머무르게 함.	1547310
	Y	0	抑制	よくせい	control, restraint, suppression, constraint	억제(0)	抑制	감정이나 욕망, 충동적 행동 따위를 내리눌러서 그치게 함.	1547290
	Y	0	言動	げんどう	speech and conduct, words and actions, words and deeds, behavior	언동(0)	言動	말하고 행동함. 또는 말과 행동.	1264520
	Y	0	言論	げんろん	(one's) speech, expression of views, discussion	언론(0)	言論	개인이 말이나 글로 자기의 생각을 발표하는 일. 또는 그 말이나 글.	1264580
	Y	0	言語	げんご	language	언어(1)	言語	생각, 느낌 따위를 나타내거나 전달하는 데에 쓰는 음성, 문자 따위의 수단. 또는 그 음성이나 문자 따위의 사회 관습적인 체계.	1264420
	Y	0	業界	ぎょうかい	business world, business circles, (the) industry	업계(1)	業界	같은 산업이나 상업에 종사하는 사람들의 활동 분야.	1239380
	Y	0	業務	ぎょうむ	business, work, operations, service	업무(2)	業務	직장 같은 곳에서 맡아서 하는 일.	1239540
	Y	0	業者	ぎょうしゃ	trader, dealer, businessperson, company	업자(0)	業者	그 사업을 직접 경영하는 사람.	1239440
	Y	0	業績	ぎょうせき	achievement, performance, results, work	업적(0)	業績	어떤 사업이나 연구 따위에서 세운 공적.	1239460
	Y	0	業種	ぎょうしゅ	type of industry	업종(1)	業種	직업이나 영업의 종류.	1239450
	Y	0	語学	ごがく	study of foreign languages, linguistics	어학(2)	語學	어떤 나라의 언어, 특히 문법을 연구하는 학문.	1271010
	Y	0	円滑	えんかつ	smooth, undisturbed, uninterrupted, harmonious	원활(0)	圓滑	모난 데가 없고 원만함.	1576570
	Y	0	余暇	よか	leisure, leisure time, spare time	여가(3)	餘暇	일이 없어 남는 시간.	1543980
	Y	0	余裕	よゆう	surplus, margin, leeway, room	여유(0)	餘裕	물질적·공간적·시간적으로 넉넉하여 남음이 있는 상태.	1544590
	Y	0	余地	よち	space, room, unused land, room (for reconsideration, doubt, etc.)	여지(2)	餘地	남은 땅.	1544380
	Y	0	役所	やくしょ	government office, public office	역소(1)	役所	토목이나 건축 따위의 공사를 하는 곳.	1538020
	Y	0	域外	いきがい	outside the area	역외(1)	域外	일정한 구역이나 범위의 밖.	1160500
	Y	0	役員	やくいん	director, executive, officer, official	역원(1)	役員	어떤 단체에 소속하여 그 단체의 중요한 일을 맡아보는 사람.	1537990
	Y	0	役人	やくにん	government official	역인(1)	役人	관아나 육주비전에 속하여 물건을 운반하고 심부름을 하던 사람.	1538050
	Y	0	役割	やくわり	part, assigning (allotment of) parts, role, duties	역할(0)	役割	자기가 마땅히 하여야 할 맡은 바 직책이나 임무.	1538000
	Y	0	逆転	ぎゃくてん	reversal (of a situation), turnaround, turnabout, turning the tables	역전(7)	逆轉	형세가 뒤집힘. 또는 형세를 뒤집음.	1227170
	Y	0	演劇	えんげき	drama, theatre, theater, play	연극(0)	演劇	배우가 각본에 따라 어떤 사건이나 인물을 말과 동작으로 관객에게 보여 주는 무대 예술.	1176860
	Y	0	延期	えんき	postponement, deferment, adjournment	연기(4)	延期	정해진 기한을 뒤로 물려서 늘림.	1176430
	Y	0	演技	えんぎ	acting, performance	연기(9)	演技	배우가 배역의 인물, 성격, 행동 따위를 표현해 내는 일.	1176820
	Y	0	燃料	ねんりょう	fuel	연료(0)	燃料	연소하여 열, 빛, 동력의 에너지를 얻을 수 있는 물질을 통틀어 이르는 말. 상태에 따라 석탄·코르크·연탄·장작·숯 따위의 고체 연료, 휘발유·경유·타르·알코올 따위의 액체 연료, 도시가스·석탄 가스·천연가스·수성 가스·아세틸렌·수소 따위의 기체 연료가 있다.	1469660
	Y	0	演習	えんしゅう	practice, exercise, drill, military exercise	연습(2)	演習	실지로 하는 것처럼 하면서 익힘.	1176930
	Y	0	沿岸	えんがん	coast, shore, coastal waters, inshore waters	연안(2)	沿岸	강이나 호수, 바다를 따라 잇닿아 있는 육지.	1176740
	Y	0	延長	えんちょう	extension, elongation, prolongation, lengthening	연장(4)	延長	시간이나 거리 따위를 본래보다 길게 늘림.	1176510
	Y	0	演奏	えんそう	musical performance	연주(6)	演奏	악기를 다루어 곡을 표현하거나 들려주는 일.	1607520
	Y	0	演出	えんしゅつ	direction (of a play, film, etc.), production, organization (of an event), arrangement	연출(1)	演出	연극이나 방송극 따위에서, 각본을 바탕으로 배우의 연기, 무대 장치, 의상, 조명, 분장 따위의 여러 부분을 종합적으로 지도하여 작품을 완성하는 일. 또는 그런 일을 맡은 사람.	1176950
	Y	0	演出家	えんしゅつか	director (of a film, play, etc.)	연출-가(0)	演出家	연극이나 방송극 따위에서, 각본을 바탕으로 배우의 연기, 무대 장치, 의상, 분장, 조명, 음악 따위의 여러 가지 요소를 종합하여 효과적으로 무대 공연을 할 수 있도록 지도하는 일을 전문적으로 하는 사람.	1613620
	Y	0	熱心	ねっしん	zealous, enthusiastic, ardent, fervent	열심(0)	熱心	어떤 일에 온 정성을 다하여 골똘하게 힘씀. 또는 그런 마음.	1467910
	Y	0	熱意	ねつい	zeal, enthusiasm, ardor, ardour	열의(0)	熱意	어떤 일을 이루기 위하여 온갖 정성을 다하는 마음.	1467760
	Y	0	熱帯	ねったい	tropics	열대(3)	熱帶	적도를 중심으로 남북 회귀선 사이에 있는 지대. 연평균 기온이 20℃ 이상 또는 최한월 평균 기온이 18℃ 이상인 지역으로, 연중 기온이 높고 강우량이 많은 것이 특징이다.	1467930
	Y	0	熱気	ねっき	heat, hot air, enthusiasm, excitement	열기(4)	熱氣	뜨거운 기운.	1467810
	Y	0	迎賓館	げいひんかん	reception hall (esp. for visiting state dignitaries), guest house, State Guest House (esp. Akasaka palace, also guest house in Kyoto)	영빈-관(0)	迎賓館	귀한 손님을 맞이하기 위하여 따로 잘 지은 큰 집.	1253260
	Y	0	映像	えいぞう	image (on a screen), picture (e.g. on a TV), video, film	영상(1)	映像	빛의 굴절이나 반사 등에 의하여 이루어진 물체의 상(像).	1173800
	Y	0	英語	えいご	English (language)	영어(2)	英語	인도·유럽 어족 게르만 어파의 서게르만 어군에 속한 언어. 미국, 영국, 캐나다, 오스트레일리아 등을 비롯하여 세계 여러 나라에서 사용하는 국제어의 구실을 하고 있다.	1174420
	Y	0	英雄	えいゆう	hero, heroine, great person, Eroica Symphony (Beethoven, 1804)	영웅(0)	英雄	지혜와 재능이 뛰어나고 용맹하여 보통 사람이 하기 어려운 일을 해내는 사람.	1174680
	Y	0	永遠	えいえん	eternity, perpetuity, permanence, immortality	영원(2)	永遠	어떤 상태가 끝없이 이어짐. 또는 시간을 초월하여 변하지 아니함.	1174070
	Y	0	永住	えいじゅう	permanent residence	영주(1)	永住	한곳에 오래 삶.	1174160
	Y	0	影響	えいきょう	influence, effect, impact	영향(4)	影響	어떤 사물의 효과나 작용이 다른 것에 미치는 일.	1173660
	Y	0	映画	えいが	movie, film, motion picture	영화(1)	映畫	일정한 의미를 갖고 움직이는 대상을 촬영하여 영사기로 영사막에 재현하는 종합 예술.	1173720
	Y	0	映画館	えいがかん	movie theatre, movie theater, cinema	영화-관(1)	映畫館	영화를 상영하는 시설을 갖춘 건물.	1173750
	Y	0	預金	よきん	deposit, bank account	예금(1)	預金	일정한 계약에 의하여 은행이나 우체국 따위에 돈을 맡기는 일. 또는 그 돈. 당좌 예금, 정기 예금, 보통 예금 따위로 나눈다.	1545020
	Y	0	五輪	ごりん	Olympic Games, Olympics, Olympic rings	오륜(2)	五輪	모든 물질에 널리 존재하여 물질을 구성하고 생성하는 지(地)·수(水)·화(火)·풍(風)·공(空)의 다섯 가지 큰 요소.	1593610
	Y	0	五十	ごじゅう	fifty, 50	오십(0)	五十	십의 다섯 배가 되는 수.	1693050
	Y	0	汚染	おせん	pollution, contamination	오염(0)	汚染	더럽게 물듦. 또는 더럽게 물들게 함.	1179040
	Y	0	五月	ごがつ	May, fifth month of the lunar calendar	오월(1)	五月	한 해 열두 달 가운데 다섯째 달.	1268170
	Y	0	午前	ごぜん	morning, a.m.	오전(2)	午前	밤 열두 시부터 낮 열두 시까지의 시간.	1269060
	Y	0	汚職	おしょく	corruption (esp. by a government employee), bribery, graft	오직(2)	汚職	어떤 직책에 있는 사람이 그 직책을 더럽힘. 특히, 공무원이 그 지위나 직권을 남용하여 뇌물을 받는 따위의 부정한 행위를 저지르는 것을 이른다.	1179010
	Y	0	誤解	ごかい	misunderstanding	오해(2)	誤解	그릇되게 해석하거나 뜻을 잘못 앎. 또는 그런 해석이나 이해.	1271310
	Y	0	午後	ごご	afternoon, p.m.	오후(2)	午後	낮 열두 시부터 밤 열두 시까지의 시간.	1268990
	Y	0	屋上	おくじょう	rooftop	옥상(3)	屋上	지붕의 위. 특히 현대식 양옥 건물에서 마당처럼 편평하게 만든 지붕 위를 이른다.	1182710
	Y	0	擁立	ようりつ	backing (for a position), giving support to, helping (someone) to a position	옹립(0)	擁立	임금으로 받들어 모심.	1545760
	Y	0	擁護	ようご	protection, defence, support, safeguarding	옹호(0)	擁護	두둔하고 편들어 지킴.	1605850
	Y	0	完封	かんぷう	total blockage, complete shutdown, stopping completely, shutout	완봉(0)	完封	완전히 봉하거나 봉쇄함.	1211600
	Y	0	完成	かんせい	completion, perfection, accomplishment	완성(1)	完成	완전히 다 이룸.	1211490
	Y	0	完全	かんぜん	perfect, complete	완전(1)	完全	필요한 것이 모두 갖추어져 모자람이나 흠이 없음.	1211510
	Y	0	完投	かんとう	going the whole distance, pitching a whole game	완투(0)	完投	야구에서, 한 투수가 교대 없이 한 경기에서 끝까지 던지는 일.	1614140
	Y	0	緩和	かんわ	relief, mitigation, alleviation, relaxation (of restrictions, tensions, etc.)	완화(2)	緩和	긴장된 상태나 급박한 것을 느슨하게 함.	1214530
	Y	0	往復	おうふく	making a round trip, going and returning, coming and going, round-trip ticket	왕복(0)	往復	갔다가 돌아옴.	1179760
	Y	0	王子	おうじ	prince, subordinate Kumano shrine	왕자(1)	王子	임금의 아들.	1181500
	Y	0	王者	おうじゃ	king, monarch, ruler, champion	왕자(2)	王者	군주 국가에서 나라를 다스리는 우두머리.	1181540
	Y	0	王座	おうざ	throne, first place, top spot, championship	왕좌(2)	王座	임금이 앉는 자리. 또는 임금의 지위.	1181490
	Y	0	王国	おうこく	kingdom, monarchy	왕국(0)	王國	임금이 다스리는 나라.	1181480
	Y	0	外科	げか	surgery (branch of medicine), department of surgery	외과(1)	外科	몸 외부의 상처나 내장 기관의 질병을 수술이나 그와 비슷한 방법으로 치료하는 의학 분야.	1203380
	Y	0	外交	がいこう	diplomacy, selling (e.g. door-to-door), canvassing	외교(1)	外交	다른 나라와 정치적, 경제적, 문화적 관계를 맺는 일.	1203540
	Y	0	外交官	がいこうかん	diplomat	외교-관(0)	外交官	외국에 주재하며 자기 나라를 대표하여 외교 사무에 종사하는 관직. 또는 그 관직에 종사하는 사람. 대사(大使), 공사(公使), 총영사, 부영사, 영사 및 그에 딸린 참사관, 서기관을 통틀어 이른다.	1203560
	Y	0	外務	がいむ	foreign affairs	외무(1)	外務	외교에 관한 사무.	1204130
	Y	0	外部	がいぶ	outside (e.g. of a building), exterior, outside (of a group, company, etc.), outside world	외부(2)	外部	바깥 부분.	1204070
	Y	0	外相	がいしょう	Foreign Minister	외상(3)	外相	선악이나 미추 따위의 겉모양. 또는 밖으로 나타나는 말이나 동작.	1203940
	Y	0	外食	がいしょく	eating out, dining out	외식(2)	外食	집에서 직접 해 먹지 아니하고 밖에서 음식을 사 먹음. 또는 그런 식사.	1203830
	Y	0	外信	がいしん	external communication	외신(2)	外信	외국으로부터 온 통신.	1203840
	Y	0	外野手	がいやしゅ	outfielder	외야-수(0)	外野手	야구에서, 외야를 지키는 우익수·좌익수·중견수를 통틀어 이르는 말.	1204180
	Y	0	外資	がいし	foreign capital (e.g. in a company), foreign investment	외자(7)	外資	‘외국 자본’을 줄여 이르는 말.	1203730
	Y	0	外出	がいしゅつ	going out, outing, leaving (one's home, office, etc.)	외출(0)	外出	집이나 근무지 따위에서 벗어나 잠시 밖으로 나감.	1203800
	Y	0	外貨	がいか	foreign currency, foreign money, foreign exchange, foreign goods	외화(1)	外貨	외국의 돈. 외국의 통화로 표시된 수표나 유가 증권 따위도 포함한다.	1203410
	Y	0	外国	がいこく	foreign country	외국(2)	外國	자기 나라가 아닌 다른 나라.	1203620
	Y	0	外国語	がいこくご	foreign language	외국-어(0)	外國語	다른 나라의 말.	1203640
	Y	0	外国人	がいこくじん	foreigner, foreign citizen, foreign national, alien	외국-인(0)	外國人	다른 나라 사람.	1203650
	Y	0	要綱	ようこう	main principle, gist, general plan, guidelines	요강(2)	要綱	근본이 되는 중요한 강령.	1546740
	Y	0	要件	ようけん	important matter, requirement, requisite, necessary condition	요건(0)	要件	긴요한 일이나 안건.	1546730
	Y	0	要求	ようきゅう	demand, firm request, requisition, requirement	요구(1)	要求	받아야 할 것을 필요에 의하여 달라고 청함. 또는 그 청.	1546680
	Y	0	要望	ようぼう	demand for, request	요망(2)	要望	어떤 희망이나 기대가 꼭 이루어지기를 간절히 바람.	1546830
	Y	0	要素	ようそ	component, factor, item (e.g. in list), element (e.g. in array)	요소(4)	要素	사물의 성립이나 효력 발생 따위에 꼭 필요한 성분. 또는 근본 조건.	1546800
	Y	0	要員	よういん	(necessary) personnel, required person	요원(1)	要員	어떤 기관에서 또는 어떤 일을 하는 데 꼭 필요한 인원.	1546660
	Y	0	要人	ようじん	important person	요인(2)	要人	중요한 자리에 있는 사람. 또는 윗자리에 있는 사람.	1836130
	Y	0	要因	よういん	main cause, primary factor	요인(3)	要因	사물이나 사건이 성립되는 까닭. 또는 조건이 되는 요소.	1546670
	Y	0	曜日	ようび	day of the week	요일(0)	曜日	일주일의 각 날을 이르는 말.	1545770
	Y	0	要旨	ようし	(main) point, gist, key points, essentials	요지(4)	要旨	말이나 글 따위에서 핵심이 되는 중요한 내용.	1546770
	Y	0	要請	ようせい	appeal, call for something, request, claim	요청(0)	要請	필요한 어떤 일이나 행동을 청함. 또는 그런 청.	1546780
	Y	0	容器	ようき	container, receptacle, vessel, packaging	용기(3)	容器	물건을 담는 그릇.	1545370
	Y	0	用途	ようと	use, service, purpose	용도(2)	用途	쓰이는 길. 또는 쓰이는 곳.	1546380
	Y	0	用語	ようご	term, terminology, wording, choice of words	용어(2)	用語	일정한 분야에서 주로 사용하는 말.	1546270
	Y	0	容易	ようい	easy, simple, plain	용이(0)	容易	‘용이하다’의 어근.	1545350
	Y	0	容疑	ようぎ	suspicion, charge	용의(2)	容疑	범죄의 혐의.	1545380
	Y	0	用意	ようい	preparation, arrangements, provision, getting ready	용의(1)	用意	어떤 일을 하려고 마음을 먹음. 또는 그 마음.	1546220
	Y	0	容疑者	ようぎしゃ	suspect	용의-자(0)	容疑者	범죄의 혐의가 뚜렷하지 않아 정식으로 입건되지는 않았으나, 내부적으로 조사의 대상이 된 사람.	1545390
	Y	0	容認	ようにん	approval, acceptance, toleration	용인(3)	容認	용납하여 인정함.	1545440
	Y	0	用地	ようち	site	용지(2)	用地	어떤 일에 쓰기 위한 토지.	1546370
	Y	0	用紙	ようし	blank form, sheets of paper, sheet of paper	용지(3)	用紙	어떤 일에 쓰는 종이.	1546290
	Y	0	用品	ようひん	articles, supplies (e.g. office supplies), things (for), utensils	용품(1)	用品	어떤 일이나 목적과 관련하여 쓰이는 물품.	1546400
	Y	0	勇気	ゆうき	courage, bravery, valour, valor	용기(2)	勇氣	씩씩하고 굳센 기운. 또는 사물을 겁내지 아니하는 기개.	1539740
	Y	0	優良	ゆうりょう	superior, excellent, fine	우량(3)	優良	물건의 품질이나 상태가 좋음.	1539570
	Y	0	優先	ゆうせん	preference, priority, precedence, right of way	우선(7)	優先	다른 것에 앞서 특별하게 대우함.	1539390
	Y	0	優秀	ゆうしゅう	superior, excellent, brilliant, outstanding	우수(11)	優秀	여럿 가운데 뛰어남.	1539230
	Y	0	右手	みぎて	right hand, right-hand side, right-hand direction, (on) the right	우수(5)	右手	오른쪽에 있는 손.	1171120
	Y	0	優勝	ゆうしょう	overall victory, championship, winning the title, (being in) heaven	우승(5)	優勝	경기, 경주 따위에서 이겨 첫째를 차지함. 또는 첫째 등위.	1539280
	Y	0	優遇	ゆうぐう	favorable treatment, favourable treatment, hospitality, warm reception	우우(6)	優遇	후하게 대접함. 또는 그런 대접.	1539190
	Y	0	優位	ゆうい	predominance, superiority, ascendancy, advantage	우위(3)	優位	남보다 나은 위치나 수준.	1539100
	Y	0	牛乳	ぎゅうにゅう	(cow's) milk	우유(1)	牛乳	소의 젖. 백색으로, 살균하여 음료로 마시며 아이스크림, 버터, 치즈 따위의 원료로도 쓴다.	1231590
	Y	0	牛肉	ぎゅうにく	beef	우육(0)	牛肉	소의 고기.	1231580
	Y	0	右翼	うよく	right wing, right wing (of a bird or aircraft), right wing (of an army, building, etc.), right flank	우익(1)	右翼	새나 비행기 따위의 오른쪽 날개.	1171270
	Y	0	友人	ゆうじん	friend	우인(1)	友人	비슷한 또래로서 서로 친하게 사귀는 사람.	1540150
	Y	0	友情	ゆうじょう	friendship, fellowship, camaraderie	우정(1)	友情	친구 사이의 정.	1540130
	Y	0	郵政	ゆうせい	postal system	우정(3)	郵政	우편에 관한 행정.	1662520
	Y	0	宇宙	うちゅう	universe, cosmos, space	우주(2)	宇宙	무한한 시간과 만물을 포함하고 있는 끝없는 공간의 총체.	1171300
	Y	0	右中間	うちゅうかん	between right and center fielders (centre)	우-중간(0)	右中間	중앙과 오른쪽의 사이.	1613480
